OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO
10000833,03/09/2025 01:30:00 PM,A8Z428 ,10001725,99,,R,,87003,19/01/2026 07:49:48 PM,WBAZV8106BLL58899,S1,19/01/2026 07:49:41 PM,GRIS SPACE METALIZAD,Ciente solicita: * CAMBIO DE INYECTORES DE COMBUSTIBLE. (Trae rptos.) * CAMBIAR FOCOS DE LUZ DE CABINA POR LED. (Trae rptos.) * COLOCAR STICKER PROXIMO SERVICIO.
10000856,22/09/2025 04:00:00 PM,ASQ555 ,10003139,99,,R,,1,23/09/2025 07:15:27 PM,98861142BGK072476,S7,23/09/2025 07:15:21 PM,VERDE,Cliente solicita: * REVISION DE SUSPENSION.
10000859,25/09/2025 09:48:46 AM,APO444 ,10000042,99,,R,,98008,26/09/2025 02:27:07 PM,SALCA2BG4GH556025,S6,25/09/2025 11:01:59 AM,VERDE,Cliente solicita: * REVISAR SONIDO DE MOTOR EN EL PRIMER ARRANQUE. * SERVICIO MENOR.
10000864,30/09/2025 08:08:05 AM,AUH012 ,10002756,99,,R,,23673,01/10/2025 09:05:40 AM,WDDWF4AB4HF453228,S6,01/10/2025 09:04:58 AM,PLATA,Mantenimiento preventivo. Revision general. Chirridos en los frenos.
10000867,02/10/2025 01:37:15 PM,APO444 ,10000042,99,,R,,98086,17/11/2025 05:51:53 PM,SALCA2BG4GH556025,S6,17/11/2025 05:51:48 PM,VERDE,Cliente solicita * SERVICIO DE GRUA. * REVISAR MOTOR SE APAGO EN MARCHA.
10000869,03/10/2025 08:32:04 AM,B1B120 ,10003075,99,,R,,106303,03/10/2025 06:21:00 PM,2HGFA16909H850421,S6,03/10/2025 06:17:40 PM,PLATA,Cliente solicita: * MANTENIMIENTO MENOR. * REVISAR FUGA DE ACEITE. * REVISAR SONIDO GOLPETEO EN EL PRIMER ARRANQUE.
10000870,03/10/2025 08:42:29 AM,BKA822 ,10002944,99,,R,,123503,28/10/2025 04:50:49 PM,LZWCDAGA3NC800218,S6,28/10/2025 04:50:41 PM,BLANCO CANDY,"Cliente solicita: * SERVICIO DE MANTENIMIENTO. * INESTABILIDAD DEL MOTOR EN GAS. * REVISAR SUSPENSION, SUENA."
10000871,03/10/2025 12:37:23 PM,F1B311 ,10002291,99,,R,,82567,07/10/2025 01:18:20 PM,VF7SA5FS0EW500836,S9,07/10/2025 01:45:23 PM,BLANCO NEGRO,Cliente solicita: * TESTIGO CHECK ENGINE ENCENDIDO.
10000872,03/10/2025 12:39:13 PM,B7N172 ,10000039,99,,R,,177928,12/11/2025 06:10:09 PM,KNAPB811BB7143698,S7,03/10/2025 12:48:27 PM,PLATA BRILLANTE,Cliente solicita: * CAMBIO DE LUNA FIJA POSTERIOR IZQUIERDA. * LAMINAR LUNA FIJA POSTERIOR IZQUIERDA.
10000928,10/11/2025 12:02:10 PM,C5K411 ,10003040,99,,R,,253127,31/12/2025 10:34:53 AM,5FNYF4850CB601785,S6,31/12/2025 10:34:47 AM,,REVISAR SONIDO SONIDO LADO RH REVISION GENERAL
10000930,12/11/2025 02:46:06 PM,C0H143 ,10002813,99,,R,,131261,17/11/2025 05:53:33 PM,3HGRM4870CG602316,S7,13/11/2025 05:27:39 PM,GRIS TITANIUM,Cliente solicita: * VEHICULO LLEGA EN GRUA. * REVISAR MOTOR NO ARRANCA. * CAMBIAR TEMPLADOR DE CADENA DE DISTRIBUCION. (Cliente trae rpto.) 
10000943,21/11/2025 11:38:25 AM,ANP274 ,10003042,99,,R,,61372,22/11/2025 01:58:46 PM,5TDZARFH1GS017614,S6,22/11/2025 02:40:46 PM,DORADO,Revision general. Mantenimiento preventivo mayor
10000945,24/11/2025 09:41:32 AM,ANV411 ,10002972,99,,R,,81167,28/11/2025 08:26:49 AM,4P3XTGA2WFE903313,S6,25/11/2025 11:41:06 AM,NEGRO,Cliente solicita: * SERVICIO DE MANTENIMIENTO.
10000946,24/11/2025 09:44:29 AM,CES158 ,10003166,99,,R,,31760,28/11/2025 10:31:20 AM,W1KZF8AB0NB098792,S6,28/11/2025 10:29:47 AM,GRIS,Cliente solicita: * SERVICIO DE MANTENIMIENTO.
10000958,01/12/2025 11:39:47 AM,AJW648 ,10002977,99,,R,,40568,01/12/2025 12:52:34 PM,9BWDB45U4FT114451,S1,01/12/2025 12:52:27 PM,GRIS CUARZO,Cliente solicita: * SERVICIO DE MANTENIMIENTO POR TIEMPO.
10000969,12/12/2025 08:42:29 AM,BFS475 ,10002987,99,,R,,63593,31/12/2025 10:42:48 AM,VF1RZG00XKC312347,S6,13/12/2025 12:48:48 PM,BLANCO,Cliente solicita: * REVISAR SONIDO COMO RONQUIDO AL ACELERAR.
10001014,09/01/2026 06:48:29 PM,AWQ604 ,10001845,99,,R,,86465,29/01/2026 08:01:02 PM,5KBYF5850HB600161,S6,19/01/2026 08:04:24 PM,,RUIDOS
10001019,12/01/2026 03:49:53 PM,F0A657 ,10002849,99,,R,,61216,04/02/2026 12:18:56 PM,KNAJE551897608300,S6,04/02/2026 12:18:48 PM,ROJO,REVISAR AC NO ENFRIA EL CARRO VIBRA A MAS DE 80 MIL KM TIEMBLA Y SE APAGA
10001051,29/01/2026 09:43:16 AM,AZW331 ,10002781,99,,R,,44677,07/03/2026 11:06:53 AM,JTDKD383XJ1600008,S9,07/03/2026 11:06:32 AM,GRIS OSCURO METALICO,Cliente solicita: * RETOQUE DE PINTURA POSTERIOR.
10001052,29/01/2026 10:24:15 AM,BHP195 ,10003205,99,,R,,64815,29/01/2026 08:29:55 PM,1HGRW5830JL502179,S6,29/01/2026 08:29:51 PM,GRIS GRAPHITE,Cliente solicita: * SERVICIO DE MANTENIMIENTO PREVENTIVO.
10001053,29/01/2026 10:53:29 AM,AYA439 ,10002900,99,,R,,79417,31/01/2026 12:06:00 PM,JM7DK2W76J0132747,S6,31/01/2026 09:46:44 AM,AZUL,GOLPE EN EL NEUMATICO DELANTERO DERECHO
10001057,02/02/2026 08:18:23 AM,BLP759 ,10003203,99,,R,,65346,04/02/2026 12:22:31 PM,JTFMAHAP9N8022748,S9,14/02/2026 01:34:27 PM,NEGRO,SERVICIO MANTENIMIENTO ( REPUESTOS POR CLIENTE )
10001058,02/02/2026 08:32:22 AM,AXQ156 ,10002783,99,,R,,108786,14/02/2026 02:16:07 PM,1HGRW5830HL501170,S6,13/02/2026 05:36:36 PM,PLATEADO,SERVICIO MANTENIMIENTO MAYOR RUIDO EN MOTOR FUGA DE ACEITE TIMON DESCENTRADO TESTIGO DE PRESION DE NEUMATICO
10001059,02/02/2026 08:37:19 AM,BYF030 ,10002873,99,,R,,17361,03/02/2026 06:07:55 PM,93HGH8860MK601999,S6,03/02/2026 06:07:36 PM,AZUL COSMIC,SERVICIO DE MANTENIMIENTO MAYOR TESTIGO DE PRESION DE NEUMATICO.
10001061,02/02/2026 11:08:54 AM,C9L559 ,10002994,99,,R,,159323,14/02/2026 02:20:02 PM,5KBRL5860CB901414,S6,13/02/2026 05:46:45 PM,GRIS,UNIDAD LLEGO EN GRUA PROBABLE FALLA ALTERNADOR
10001063,02/02/2026 04:59:00 PM,ASB498 ,10002797,99,,R,,65457,03/02/2026 06:06:05 PM,WAUZZZF40GA089971,S6,03/02/2026 06:05:53 PM,,SERVICIO MANTENIMIENTO ( SOLO M.O)
10001070,05/02/2026 09:10:50 AM,BMV735 ,10002853,99,,R,,87948,14/02/2026 02:27:37 PM,3N6CD33A1NK812895,S6,14/02/2026 02:27:32 PM,BLANCO,SERVICIO MENOR CON FILTROS AIRE
10001072,06/02/2026 08:50:17 AM,BTA426 ,10000005,99,,R,,52095,28/02/2026 12:56:07 PM,JMYXTCW5W9Z000405,S7,14/02/2026 02:31:43 PM,PLATA,CAMBIO SENSOR DE CAJA
10001073,06/02/2026 09:36:07 AM,GO5199 ,10003204,99,,R,,212164,14/02/2026 01:39:16 PM,WBACB31000JD66803,S9,14/02/2026 01:39:11 PM,AZUL,LUCES DE FRENO NO PRENDEN ( CLIENTE CAMBIO SWITCH PEDAL ) COLOCAR BIEN REVESTIMIENTO DE PTA DELANT LH CLIENTE PIESA QUE EL RUIDO CLAC CLAC PUEDE SER CRUCETA O RODAJE DE COLA DE CAJA
10001075,07/02/2026 08:08:00 AM,AWI733 ,10000114,99,,R,,81175,19/02/2026 01:56:48 PM,98D265524J9088163,S6,14/02/2026 02:38:26 PM,,CAMBIO FAJA DISTRIBUCION
10001076,07/02/2026 08:29:03 AM,AJK684 ,10000020,99,,R,,219221,19/02/2026 01:57:58 PM,9FBBSRALSGM875589,S6,19/02/2026 01:57:37 PM,ROJO FUEGO,UNIDAD LLEGO EN GRUA POSIBLE DA?O EN ARRANCADOR
10000927,08/11/2025 09:27:12 AM,F2W019 ,10002794,99,,R,,128253,17/11/2025 05:53:09 PM,KMHJM81BP7U701787,S6,08/11/2025 09:28:00 AM,AZUL OSCURO,Cliente solicita: * REVISAR OLOR A QUEMADO.
10000929,11/11/2025 05:28:47 PM,CBF206 ,10003163,99,,R,,60221,12/11/2025 12:06:23 PM,19XFC1680JE500019,S6,12/11/2025 12:06:17 PM,PLATA,Cambio de pastillas de freno posterior.
10000935,15/11/2025 12:42:15 PM,BXO578 ,10002800,99,,R,,42412,17/11/2025 05:12:46 PM,TSMYD21S1NMA26971,S6,15/11/2025 01:27:48 PM,PLATA,Cliente solicita: * SERVICIO DE MANTENIMIENTO. * CAMBIO DE PLUMILLAS.
10000938,18/11/2025 05:35:53 PM,CAS680 ,10000090,99,,R,,53635,24/11/2025 03:27:43 PM,1FMCU9DZ2NUA56869,S6,24/11/2025 03:27:32 PM,GRIS,Cliente solicita: * REALIZAR TRABAJOS DE PLANCHADO Y PINTURA PRESUPUESTADOS.
10000940,20/11/2025 04:49:42 PM,BZX530 ,10002748,99,,R,,31433,28/11/2025 10:27:18 AM,1C4RJFBG5NC109884,S9,28/11/2025 10:27:13 AM,NEGRO,Cliente solicita: * VERIFICAR OBSERVACIONES DE REPORTE ADJUNTO Y PRESUPUESTAR.
10000950,26/11/2025 09:11:53 AM,AUC032 ,10002736,99,,R,,87408,26/11/2025 03:20:30 PM,3HGRM3850GG601057,S6,01/12/2025 06:26:42 PM,ROJO COPPER,Cliente solicita: * SERVICIO DE MANTENIMIENTO MENOR. 
10000952,27/11/2025 08:04:36 AM,AWO274 ,10002866,99,,R,,92639,05/12/2025 09:36:49 AM,YV1LFA2ACH1168459,S6,28/11/2025 08:49:37 AM,GRIS,Cliente solicita: * SERVICIO DE MANTENIMIENTO. * SONIDO DELANTERO EN FRIO AL PASAR POR ROMPEMUELLE.
10000953,27/11/2025 10:20:12 AM,BLC127 ,10003007,99,,R,,8480,28/11/2025 08:54:51 AM,WDCTG4CBXKJ643587,S6,28/11/2025 08:51:30 AM,BLANCO,Cliente solicita: * SERVICIO DE MANTENIMIENTO POR TIEMPO. * COTIZAR RETOQUE DE FUNDA DELANTERA LADO DERECHO.
10000959,02/12/2025 10:55:44 AM,F2H539 ,10003012,99,,R,,85120,03/12/2025 02:26:30 PM,KNABX512BDT604100,S6,03/12/2025 02:26:15 PM,NEGRO,Cliente solicita: * COTIZAR MANTENIMIENTO. * REVISAR SONIDO DE FAJA.
10000960,02/12/2025 12:11:19 PM,D5W530 ,10003009,99,,R,,68630,03/12/2025 02:25:09 PM,3HGRM3830DG600430,S9,03/12/2025 02:25:04 PM,GRIS TITANIUM,Cliente solicita: * COTIZAR MANTENIMIENTO. * DIAGNOSTICAR A/C NO ENFRIA.
10000962,05/12/2025 09:17:04 AM,C7R576 ,10002739,99,,R,,102096,19/12/2025 06:20:12 PM,1HGCP2680CA500316,S6,19/12/2025 06:20:02 PM,GRIS POLISHED,Cliente solicita: * PYP GDFGO. Y FUNDA DELANTERA DERECHA.
10000963,05/12/2025 12:10:27 PM,BBQ328 ,10003070,99,,R,,87265,06/12/2025 02:21:26 PM,3HGRU5830JM500695,S6,06/12/2025 02:21:04 PM,BLANCO,Cliente solicita: * SERVICIO DE MANTENIMIENTO MAYOR.
10000964,06/12/2025 09:42:35 AM,BJP586 ,10002952,99,,R,,45868,12/12/2025 08:54:40 AM,JS3TA04V9K4100319,S6,12/12/2025 08:54:11 AM,MARRON,Cliente solicita: * RECOJO Y ENTREGA A DOMICILIO. * SERVICIO MENOR.
10000965,06/12/2025 01:44:35 PM,AJL636 ,10002849,99,,R,,86995,16/12/2025 11:05:40 AM,MR0YZ59G990078832,S7,15/12/2025 11:23:00 AM,BEIGE METALICO,REVISAR NEUMATICO DELT. LH (BAJO) REVISAR BOCINAS
10000974,17/12/2025 08:10:49 AM,BYA218 ,10002267,99,,R,,110881,22/12/2025 11:16:53 AM,JMYLYV98W8J001635,S6,19/12/2025 06:17:33 PM,PLATA,Cliente solicita: * REVISION PARA SERVICIO.
10001010,08/01/2026 06:15:23 PM,BJP586 ,10002952,99,,R,,46000,08/01/2026 06:32:30 PM,JS3TA04V9K4100319,S7,08/01/2026 06:32:20 PM,MARRON,Cliente solicita: * SERVICIO REVISION TECNICA VEHICULAR (DUAL)
10001011,08/01/2026 06:28:42 PM,B1B120 ,10003075,99,,R,,109330,14/01/2026 05:40:01 PM,2HGFA16909H850421,S6,14/01/2026 05:39:55 PM,PLATA,REVISION: PUNTA DE PALIER DELT. RETEN DE CIGUENAL TEMPLADOR DE CADENA AMORTIGUADORES SOPORTES DE MOTOR
10001015,10/01/2026 09:21:25 AM,AVM647 ,10000060,99,,R,,75287,29/01/2026 08:01:22 PM,19XFC1670HE500146,S6,22/01/2026 07:21:46 PM,AZUL,Servicio preventivo menor.
10001023,19/01/2026 12:39:34 PM,BBZ692 ,10002780,99,,R,,55695,29/01/2026 08:11:26 PM,3VVLG65N3JM101145,S7,29/01/2026 08:11:21 PM,NEGRO,Cliente solicita: * CAMBIO DE BATERIA. * (Tiene bateria normal necesita bateria AGM). * COTIZAR CAMBIO DE VALVULA PCV. * REVISAR SUSPENSION AL RODAR POR TERRENO IRREGULAR. * PURGAR SISTEMA DE REFRIGERACION.
10001024,19/01/2026 01:09:52 PM,BAV558 ,10002737,99,,R,,60195,23/01/2026 05:33:52 PM,WAUZZZ8U4JR034641,S6,23/01/2026 05:33:34 PM,BLANCO GLACIAR,SERVICIO MANTIMIENTO PREVENTIVO 2 NEMÁTICOS
10000933,14/11/2025 02:45:14 PM,A1B420 ,10000010,99,,R,,70922,05/12/2025 09:36:15 AM,3VWRV49M3AM008627,S6,05/12/2025 09:36:09 AM,GRIS,"Cliente solicita: * AUXILIO MECANICO, MOTOR NO ENCIENDE. "
10000934,15/11/2025 12:32:39 PM,ASB318 ,10002780,99,,R,,82390,17/11/2025 05:05:12 PM,JF1SJ9LC5HG274415,S6,17/11/2025 05:05:16 PM,NEGRO,Cliente solicita: * CAMBIO DE BUJIAS. * CAMBIO DE BOBINAS.
10000954,27/11/2025 12:58:12 PM,ABS278 ,10000055,99,,R,,92721,05/12/2025 09:37:23 AM,JTHBF5D28E5030825,S6,05/12/2025 09:37:18 AM,PLATA,PLANCHADO Y PINTURA
10000957,01/12/2025 08:31:02 AM,AXD433 ,10003028,99,,R,,72366,01/12/2025 12:24:18 PM,1HGRW1840HL500440,S6,01/12/2025 12:24:13 PM,GRIS,Cliente solicita: * SERVICIO DE MANTENIMIENTO.
10000971,12/12/2025 02:23:51 PM,B6Y053 ,10000039,99,,R,,134252,31/12/2025 10:44:08 AM,JF1BL5LL55G012946,S7,31/12/2025 10:43:56 AM,PLATA,"Cliente solicita: * AUXILIO MECANICO, MOTOR NO ARRANCA. * REVISAR SONIDO AL GIRAR TIMON."
10000993,29/12/2025 11:47:02 AM,AUT427 ,10002968,99,,R,,75928,04/02/2026 11:59:50 AM,8AFBZZFFCHJ444166,S1,06/01/2026 10:27:06 AM,ROJO,Cliente solicita: * REVISAR SISTEMA ELECTRICO SE QUEDO SIN ENERGIA DE UN DIA A OTRO. * REVISAR TESTIGO DE CAJA AUTOMATICA. * LAVADO DE SALON
10000999,02/01/2026 04:27:41 PM,ASB318 ,10002780,99,,R,,83784,08/01/2026 06:57:30 PM,JF1SJ9LC5HG274415,S9,08/01/2026 06:57:24 PM,NEGRO,Cliente solicita: * CAMBIO DE TORRETAS DE AMORTIGUADORES DELANTEROS. * REVISAR SUSPENSION DELANTERA Y POSTERIOR. * CAMBIAR DOMO DE PALANCA DE CAMBIOS.
10001001,05/01/2026 01:21:02 PM,CEG230 ,10002921,99,,R,,33539,28/01/2026 10:16:08 AM,3N1AB8AE4PY212765,S6,06/01/2026 10:24:48 AM,GRIS METALICO,Serv. Mant. preventivo mayor.
10001002,05/01/2026 02:37:34 PM,B9W101 ,10003192,99,,R,,134931,04/02/2026 12:17:14 PM,9BWDB45U4CT067112,S6,04/02/2026 12:17:07 PM,PLATA,Vehiculo llega en grua. * Cliente solicita: * DIAGNOSTICO GENERAL. * CAMBIOS NO FUNCIONAN. * PRESUPUESTO DE CARROCERIA Y PINTURA.
10001009,08/01/2026 04:18:50 PM,BNW006 ,10003174,99,,R,,37527,08/01/2026 06:34:03 PM,JM7KF2W7AL0355683,S6,08/01/2026 06:33:50 PM,ROJO,servicio preventivo menor
10001022,15/01/2026 11:20:58 AM,BFW736 ,10002987,99,,R,,90423,29/01/2026 08:03:58 PM,LVAV3BD39MN005193,S7,15/01/2026 12:12:23 PM,BLANCO,Cliente solicita: * REVISAR DIRECCION.
10001027,20/01/2026 09:38:15 AM,CCS460 ,10003088,99,,R,,82839,20/01/2026 07:21:26 PM,3N1CN8AE0PL808419,S6,20/01/2026 07:21:23 PM,PLATA,"SERVICIO MANTENIMIENTO 80,000 REVISAR LUCES RT"
10001028,20/01/2026 11:59:52 AM,CFZ684 ,10002759,99,,R,,14936,23/02/2026 01:40:15 PM,JM7KH1HA2R1100280,S6,21/01/2026 11:57:40 AM,GRIS METALICO,SERVICIO MANTENIMIENTO
10001030,20/01/2026 07:24:10 PM,A8Z428 ,10001725,99,,R,,87177,29/01/2026 08:14:04 PM,WBAZV8106BLL58899,S6,29/01/2026 08:13:59 PM,GRIS SPACE METALIZAD,Cliente solicita: * PINTURA DE PARTES ACORDADAS. * CAMBIO DE EMBLEMAS DELANTERO Y POSTERIOR.
10001034,21/01/2026 04:01:18 PM,CDD633 ,10000015,99,,R,,9889,29/01/2026 08:16:18 PM,W1KZF8AB5NB098741,S6,23/01/2026 05:25:50 PM,PLATA,REPARAR 04 AROS
10001035,22/01/2026 08:46:15 AM,AEJ500 ,10000097,99,,R,,72391,29/01/2026 08:16:41 PM,JTMZD9EV9ED034491,S6,24/01/2026 07:50:04 PM,GRIS OSCURO METALICO,Cliente solicita: * MANTENIMIENTO PREVENTIVO. * VERIFICAR ACEITE DE CAJA. * REVISAR SONIDO AL ARRANCAR. COMO METAL RASPANDO. * REVISAR OLOR AL ENCENDER EL A/C. * REVISAR ALINEAMIENTO. * ACOMODAR PARRILLA DELANTERA.
10001036,22/01/2026 09:51:30 AM,CJV094 ,10003201,99,,R,,17139,24/01/2026 07:59:22 PM,935035GYVPB510405,S6,24/01/2026 07:59:06 PM,GRIS,"SERVICIO MANTENIMIENTO 15,000 KM FRENOS CHILLAN PEGAR JEBE PTA POST RH AL GIRAR TODO EL TIMON A LOS LADOS SE SIENTE UN GOLPE POR PEDALES ASEGURAR CABLES SUELTOS POR FUNDA POST"
10001038,23/01/2026 09:27:48 AM,CKM324 ,10003202,99,,R,,47643,24/01/2026 08:07:27 PM,LVZZU3P92PCB11036,S6,23/01/2026 05:27:38 PM,AZUL,REVISAR FUGA DE REFRIGERANTE ( UNIDAD EN GRUA ) 
10001039,23/01/2026 12:39:12 PM,BBA699 ,10003130,99,,R,,117517,11/02/2026 10:02:40 AM,YV1LF10ACH1164317,S6,24/01/2026 08:10:33 PM,PLATA,REVISAR RUIDO EN DIRECCION COTIZAR TAPA LAVAFARO RH
10001040,23/01/2026 04:40:59 PM,BFP687 ,10002938,99,,R,,61444,04/02/2026 12:19:47 PM,3N8CP5HD0KL462095,S9,29/01/2026 08:17:51 PM,ROJO METALICO,VERIFICAR FUNCIONAMIENTO CAJA CAMBIOS
10000931,13/11/2025 12:29:56 PM,BTP357 ,10002809,99,,R,,97821,13/11/2025 06:52:33 PM,3HGRU5830KM501900,S6,13/11/2025 06:24:46 PM,BLANCO PLATINUM,Cliente solicita: * SERVICIO DE MANTENIMIENTO. * ACTUALIZAR PRESUPUESTO DE PLANCHADO Y PINTURA.
10000932,13/11/2025 05:39:11 PM,ARZ694 ,10002500,99,,R,,71990,13/11/2025 06:12:15 PM,5KBYF5850GB601578,S6,13/11/2025 06:12:10 PM,,Cliente solicita: * CAMBIO DE ACEITE Y FILTRO DE MOTOR.
10000947,24/11/2025 04:26:08 PM,BKV102 ,10002768,99,,R,,22512,05/12/2025 09:38:08 AM,WDCTG4CB6KJ622901,S6,28/11/2025 08:22:24 AM,GRIS,Sensores delt. Rh y Lh
10000948,25/11/2025 03:12:52 PM,F7O656 ,10002814,99,,R,,63031,05/12/2025 09:37:48 AM,WBA1N7107EJ847402,S6,28/11/2025 08:20:32 AM,NEGRO ZAFIRO METALIZ,Cliente solicita: * CAMBIO DE ACEITE Y FILTRO DE MOTOR.
10000961,02/12/2025 09:00:00 AM,F8B300 ,10002862,99,,R,,88713,12/12/2025 05:18:18 PM,MMBGYKH40DF009894,S7,12/12/2025 08:55:43 AM,GRIS OSCURO METALICO,Cliente solicita: * REVISION POR SONIDO COMO VIBRACION. * REVISAR INTERRUPTOR DE RESPALDAR DEL ASIENTO PILOTO. * CAMBIO DE FUSIBLE.
10000967,10/12/2025 12:52:19 PM,F3A095 ,10003169,99,,R,,110173,12/12/2025 09:00:27 AM,3VW2W1AJ5EM213547,S9,10/12/2025 01:03:19 PM,GRIS,Cliente solicita: * TRATAMIENTO DE OXIDO PARTE BAJA. * UNDERCOATING. * ZINCADO.
10000970,12/12/2025 10:09:33 AM,F5E317 ,10003171,99,,R,,93840,16/12/2025 06:39:24 PM,KMHCT51CBEU136947,S6,16/12/2025 06:39:16 PM,BLANCO,P&P
10000972,12/12/2025 05:51:59 PM,F4J461 ,10000007,99,,R,,79282,16/12/2025 11:04:51 AM,KMHJT81EBEU817959,S9,16/12/2025 11:04:46 AM,GRIS,Cliente solicita: * REVISAR SISTEMA DE A/C. * REVISAR FRENOS CHILLAN.
10000975,17/12/2025 08:51:50 AM,ABB599 ,10000438,99,,R,,50253,22/12/2025 11:17:24 AM,1HGCT2278EA900092,S6,22/12/2025 06:05:28 PM,NEGRO,"Cliente solicita: * SERVICIO DE 50,000 KM. * COTIZAR PYP PARTES AFECTADAS. * COTIZAR NEUMATICO PARA HONDA PILOT BOU124."
10000976,17/12/2025 03:06:35 PM,A7Q393 ,10000354,99,,R,,124905,23/02/2026 01:30:16 PM,1HGCP36708A500233,S6,14/01/2026 03:30:51 PM,,"Cliente solicita: * REVISAR CONSUMO DE ACEITE. * SERVICIO 125,000 KMS. * REVISAR GOLPETEO DELANTERO IZQUIERDO AL FRENAR. * REVISAR ZUMBIDO DE RUEDAS, VERIFICAR RODAJES. * REVISAR A/C NO ENFRIA BIEN Y PRESENTA SONIDO BAJO EL TABLERO. * REVISAR PARLANTE POSTERIOR RETUMBA. * AJUSTAR NEBLINERO DELANTERO DERECHO. * LIMPIAR PEGAMENTO SOBRE GDFGO. DEL. DER. * PULIR RASPON EN FUNDA DELANTERA DE PARACHOQUE. * ACOMODAR MOLDURA DE BASE ASIENTO PILOTO. * COLOCAR TAPA DE VALVULA DE LLANTA POSTERIOR DERECHA. "
10000978,18/12/2025 01:33:44 PM,B0U124 ,10000438,99,,R,,95649,22/12/2025 06:17:06 PM,5FNYF4850BB603495,S6,22/12/2025 09:20:51 AM,AZUL,Cliente solicita: * SERVICIO DE MANTENIMIENTO. * CAMBIO DE FOCO LUZ DE DE TECHO LADO DERECHO. * CAMBIO DE FOCO DE NEBLINERO IZQUIERDO. * REVISAR TAPASOL IZQUIERDO. * CAMBIAR LLANTA DE REPUESTO. * COTIZAR REPARACION DE CORTINA DE CONSOLA CENTRAL. * CONSEGUIR TAPA CUBO DE ARO.
10000979,19/12/2025 03:33:03 PM,CNV306 ,10003176,99,,R,,20206,19/12/2025 06:22:51 PM,MK2LRNC1WRN009584,S6,19/12/2025 06:22:46 PM,,Mant. preventivo 
10000980,19/12/2025 06:38:50 PM,CCH291 ,10002751,99,,R,,179730,31/12/2025 10:45:48 AM,KMHSG81DP9U415338,S6,31/12/2025 10:45:31 AM,GRIS,FUGA DE REFRIGERANTE MANTENIMIENTO COTIZACION PINTURA
10000986,23/12/2025 08:53:57 AM,BAC403 ,10000455,99,,R,,66813,23/12/2025 12:43:40 PM,1HGRW2870HL501220,S6,23/12/2025 12:43:34 PM,GRIS STEEL,Cliente solicita: * SERVICIO DE MANTENIMIENTO.
10000988,26/12/2025 01:14:30 PM,BMM423 ,10003182,99,,R,,63261,27/12/2025 03:28:22 PM,1HGRW1840JL502039,S7,27/12/2025 03:28:12 PM,GRIS,Cliente solicita: * REVISAR NEUMATICOS. * COTIZAR NEUMATICOS.
10000989,27/12/2025 09:40:34 AM,CJH444 ,10003175,99,,R,,16263,27/12/2025 03:05:54 PM,93HGH8860RK600781,S6,27/12/2025 03:03:36 PM,AZUL,Mantenimiento preventivo Mayor
10000990,29/12/2025 08:25:04 AM,BFT621 ,10003164,99,,R,,27085,31/12/2025 10:50:56 AM,9BFZB55U4K8717960,S6,31/12/2025 10:50:51 AM,BLANCO,Mantenimiento preventivo mayor
10000936,17/11/2025 10:39:22 AM,ACV595 ,10002840,99,,R,,137165,17/11/2025 10:57:37 AM,WBA3A110XFJ614648,S7,17/11/2025 10:57:19 AM,BLANCO ALPINO,Cliente solicita: * CAMBIO DE 01 NUEM?TICO.
10000937,17/11/2025 02:16:18 PM,ASB448 ,10003082,99,,R,,101960,16/01/2026 11:05:06 AM,9BFZB55F2G8583474,S6,16/01/2026 11:05:01 AM,,"Cliente solicita: * VEHICULO LLEGA EN GRUA. * TESTIGO DE FALLA DE TRANSMISION, TEMPERATURA ELEVADA."
10000956,29/11/2025 11:29:30 AM,BWS444 ,10002788,99,,R,,34901,23/02/2026 01:29:53 PM,93HGH8840MK601477,S6,23/02/2026 01:29:48 PM,ROJO,Cliente solicita: * PLANCHADO Y PINTURA PARTE DELANTERA.
10000977,18/12/2025 09:08:43 AM,B0A494 ,10000455,99,,R,,152522,22/12/2025 11:30:45 AM,JHLRE3830BC202164,S6,22/12/2025 11:30:39 AM,NEGRO CRYSTAL,"Cliente solicita: * SERVICIO DE MANTENIMIENTO. * REVISAR TESTIGO ""D""."
10000982,19/12/2025 06:42:26 PM,BAU820 ,10002872,99,,R,,117485,,MM7UR4DD0KW940024,I0,19/12/2025 06:56:54 PM,BLANCO,Cliente solicita: * DIAGNOSTICO GENERAL. * TESTIGO CHECK ENGINE ENCENDIDO.
10000983,19/12/2025 06:57:53 PM,BAU825 ,10002872,99,,R,,102330,,MM7UR4DD0KW873344,I0,19/12/2025 07:02:18 PM,BLANCO,Cliente solicita: * DIAGNOSTICO GENERAL. * TESTIGO CHECK ENGINE ENCENDIDO.
10000985,22/12/2025 09:07:49 AM,C9L559 ,10002994,99,,R,,157647,22/12/2025 06:46:13 PM,5KBRL5860CB901414,S6,22/12/2025 05:55:15 PM,GRIS,Cliente solicita: * SERVICIO DE MANTENIMIENTO.
